"Step"," PPO (default), levels 1-10, aai_timescale=300, 5M time steps - rollout/ep_rew_mean"," PPO (default), levels 1-10, aai_timescale=300, 5M time steps - rollout/ep_rew_mean__MIN"," PPO (default), levels 1-10, aai_timescale=300, 5M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-10, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-10, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-10, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-9, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-9, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-9, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-8, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-8, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-8, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-7, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-7, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-7, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-6, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-6, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-6, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-5, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-5, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-5, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-4, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-4, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-4, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-3, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-3, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-3, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-2, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-2, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-2, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), level 1, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), level 1, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), level 1, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX"
"10","-0.9903439879417419","-0.9903439879417419","-0.9903439879417419","-1.0431159734725952","-1.0431159734725952","-1.0431159734725952","-0.25126999616622925","-0.25126999616622925","-0.25126999616622925","-0.5119439959526062","-0.5119439959526062","-0.5119439959526062","-0.5963619947433472","-0.5963619947433472","-0.5963619947433472","0.07532802224159241","0.07532802224159241","0.07532802224159241","-0.6485040187835693","-0.6485040187835693","-0.6485040187835693","-0.061177998781204224","-0.061177998781204224","-0.061177998781204224","1.7905861139297485","1.7905861139297485","1.7905861139297485","1.3612940311431885","1.3612940311431885","1.3612940311431885","-0.8966342806816101","-0.8966342806816101","-0.8966342806816101"
"11","-0.9903439879417419","-0.9903439879417419","-0.9903439879417419","-1.0430480241775513","-1.0430480241775513","-1.0430480241775513","-0.24362799525260925","-0.24362799525260925","-0.24362799525260925","-0.5109999775886536","-0.5109999775886536","-0.5109999775886536","-0.5850539803504944","-0.5850539803504944","-0.5850539803504944","0.095070019364357","0.095070019364357","0.095070019364357","-0.6485120058059692","-0.6485120058059692","-0.6485120058059692","-0.10627999901771545","-0.10627999901771545","-0.10627999901771545","1.8035600185394287","1.8035600185394287","1.8035600185394287","1.2937819957733154","1.2937819957733154","1.2937819957733154","-0.6742512583732605","-0.6742512583732605","-0.6742512583732605"
"12","-1.0076279640197754","-1.0076279640197754","-1.0076279640197754","-1.0505980253219604","-1.0505980253219604","-1.0505980253219604","-0.20090599358081818","-0.20090599358081818","-0.20090599358081818","-0.5109999775886536","-0.5109999775886536","-0.5109999775886536","-0.5850620269775391","-0.5850620269775391","-0.5850620269775391","0.09507402032613754","0.09507402032613754","0.09507402032613754","-0.7310640215873718","-0.7310640215873718","-0.7310640215873718","-0.14783400297164917","-0.14783400297164917","-0.14783400297164917","1.6912280321121216","1.6912280321121216","1.6912280321121216","1.314411997795105","1.314411997795105","1.314411997795105","-0.6734844446182251","-0.6734844446182251","-0.6734844446182251"
"13","-1.0076240301132202","-1.0076240301132202","-1.0076240301132202","-1.0356040000915527","-1.0356040000915527","-1.0356040000915527","-0.1810459941625595","-0.1810459941625595","-0.1810459941625595","-0.5313519835472107","-0.5313519835472107","-0.5313519835472107","-0.5850579738616943","-0.5850579738616943","-0.5850579738616943","0.09507402032613754","0.09507402032613754","0.09507402032613754","-0.7118420004844666","-0.7118420004844666","-0.7118420004844666","-0.28104400634765625","-0.28104400634765625","-0.28104400634765625","1.2158740758895874","1.2158740758895874","1.2158740758895874","1.2882660627365112","1.2882660627365112","1.2882660627365112","-0.6349183917045593","-0.6349183917045593","-0.6349183917045593"
"14","-1.0076279640197754","-1.0076279640197754","-1.0076279640197754","-1.0311880111694336","-1.0311880111694336","-1.0311880111694336","-0.1626099944114685","-0.1626099944114685","-0.1626099944114685","-0.5208380222320557","-0.5208380222320557","-0.5208380222320557","-0.585066020488739","-0.585066020488739","-0.585066020488739","0.05993802100419998","0.05993802100419998","0.05993802100419998","-0.7118499875068665","-0.7118499875068665","-0.7118499875068665","-0.3095479905605316","-0.3095479905605316","-0.3095479905605316","1.2528820037841797","1.2528820037841797","1.2528820037841797","1.2320200204849243","1.2320200204849243","1.2320200204849243","-0.6422119736671448","-0.6422119736671448","-0.6422119736671448"
"15","-1.0076240301132202","-1.0076240301132202","-1.0076240301132202","-1.0278040170669556","-1.0278040170669556","-1.0278040170669556","-0.1626099944114685","-0.1626099944114685","-0.1626099944114685","-0.5208420157432556","-0.5208420157432556","-0.5208420157432556","-0.5734919905662537","-0.5734919905662537","-0.5734919905662537","0.07283201813697815","0.07283201813697815","0.07283201813697815","-0.7711279988288879","-0.7711279988288879","-0.7711279988288879","-0.3986459970474243","-0.3986459970474243","-0.3986459970474243","1.624426007270813","1.624426007270813","1.624426007270813","1.2160940170288086","1.2160940170288086","1.2160940170288086","-0.5158407688140869","-0.5158407688140869","-0.5158407688140869"
"16","-1.0076160430908203","-1.0076160430908203","-1.0076160430908203","-1.0278079509735107","-1.0278079509735107","-1.0278079509735107","-0.1626099944114685","-0.1626099944114685","-0.1626099944114685","-0.5208380222320557","-0.5208380222320557","-0.5208380222320557","-0.5764380097389221","-0.5764380097389221","-0.5764380097389221","0.05476202070713043","0.05476202070713043","0.05476202070713043","-0.7145659923553467","-0.7145659923553467","-0.7145659923553467","-0.37411001324653625","-0.37411001324653625","-0.37411001324653625","1.5591000318527222","1.5591000318527222","1.5591000318527222","1.2703460454940796","1.2703460454940796","1.2703460454940796","-0.5231322050094604","-0.5231322050094604","-0.5231322050094604"
"17","-1.0159460306167603","-1.0159460306167603","-1.0159460306167603","-1.0299960374832153","-1.0299960374832153","-1.0299960374832153","-0.1626099944114685","-0.1626099944114685","-0.1626099944114685","-0.5083240270614624","-0.5083240270614624","-0.5083240270614624","-0.576445996761322","-0.576445996761322","-0.576445996761322","0.06308402121067047","0.06308402121067047","0.06308402121067047","-0.7811880111694336","-0.7811880111694336","-0.7811880111694336","-0.3995720148086548","-0.3995720148086548","-0.3995720148086548","1.507256031036377","1.507256031036377","1.507256031036377","1.2703460454940796","1.2703460454940796","1.2703460454940796","-0.4315322935581207","-0.4315322935581207","-0.4315322935581207"
"18","-1.0164539813995361","-1.0164539813995361","-1.0164539813995361","-1.0277680158615112","-1.0277680158615112","-1.0277680158615112","-0.1626099944114685","-0.1626099944114685","-0.1626099944114685","-0.5418220162391663","-0.5418220162391663","-0.5418220162391663","-0.5764539837837219","-0.5764539837837219","-0.5764539837837219","0.06314001977443695","0.06314001977443695","0.06314001977443695","-0.7710139751434326","-0.7710139751434326","-0.7710139751434326","-0.3781220018863678","-0.3781220018863678","-0.3781220018863678","1.1333400011062622","1.1333400011062622","1.1333400011062622","1.582192063331604","1.582192063331604","1.582192063331604","-0.4315322935581207","-0.4315322935581207","-0.4315322935581207"
"19","-1.0183860063552856","-1.0183860063552856","-1.0183860063552856","-1.0040299892425537","-1.0040299892425537","-1.0040299892425537","0.19868803024291992","0.19868803024291992","0.19868803024291992","-0.5551559925079346","-0.5551559925079346","-0.5551559925079346","-0.5764539837837219","-0.5764539837837219","-0.5764539837837219","0.09514801949262619","0.09514801949262619","0.09514801949262619","-0.7771300077438354","-0.7771300077438354","-0.7771300077438354","-0.3968999981880188","-0.3968999981880188","-0.3968999981880188","1.1615040302276611","1.1615040302276611","1.1615040302276611","1.4727970361709595","1.4727970361709595","1.4727970361709595","-0.4315322935581207","-0.4315322935581207","-0.4315322935581207"
"20","-1.0069979429244995","-1.0069979429244995","-1.0069979429244995","-1.0000959634780884","-1.0000959634780884","-1.0000959634780884","0.19868403673171997","0.19868403673171997","0.19868403673171997","-0.5371459722518921","-0.5371459722518921","-0.5371459722518921","-0.5035420060157776","-0.5035420060157776","-0.5035420060157776","0.01913602091372013","0.01913602091372013","0.01913602091372013","-0.7771260142326355","-0.7771260142326355","-0.7771260142326355","-0.2906000018119812","-0.2906000018119812","-0.2906000018119812","1.0797560214996338","1.0797560214996338","1.0797560214996338","1.4884480237960815","1.4884480237960815","1.4884480237960815","-0.07167939841747284","-0.07167939841747284","-0.07167939841747284"
"21","-1.0070019960403442","-1.0070019960403442","-1.0070019960403442","-0.9957720041275024","-0.9957720041275024","-0.9957720041275024","0.16714802384376526","0.16714802384376526","0.16714802384376526","-0.47729599475860596","-0.47729599475860596","-0.47729599475860596","-0.5494480133056641","-0.5494480133056641","-0.5494480133056641","-0.34863799810409546","-0.34863799810409546","-0.34863799810409546","-0.7699660062789917","-0.7699660062789917","-0.7699660062789917","-0.28927600383758545","-0.28927600383758545","-0.28927600383758545","1.0446460247039795","1.0446460247039795","1.0446460247039795","1.4262640476226807","1.4262640476226807","1.4262640476226807","-0.10809313505887985","-0.10809313505887985","-0.10809313505887985"
"22","-1.0076940059661865","-1.0076940059661865","-1.0076940059661865","-0.9977440237998962","-0.9977440237998962","-0.9977440237998962","0.16635403037071228","0.16635403037071228","0.16635403037071228","-0.4787600040435791","-0.4787600040435791","-0.4787600040435791","-0.5884780287742615","-0.5884780287742615","-0.5884780287742615","-0.39699798822402954","-0.39699798822402954","-0.39699798822402954","-0.7699660062789917","-0.7699660062789917","-0.7699660062789917","-0.3082619905471802","-0.3082619905471802","-0.3082619905471802","1.048915982246399","1.048915982246399","1.048915982246399","1.4654080867767334","1.4654080867767334","1.4654080867767334","-0.15396840870380402","-0.15396840870380402","-0.15396840870380402"
"23","-1.0076780319213867","-1.0076780319213867","-1.0076780319213867","-1.0062240362167358","-1.0062240362167358","-1.0062240362167358","0.1474120318889618","0.1474120318889618","0.1474120318889618","-0.504315972328186","-0.504315972328186","-0.504315972328186","-0.5884820222854614","-0.5884820222854614","-0.5884820222854614","-0.4106779992580414","-0.4106779992580414","-0.4106779992580414","-0.7699660062789917","-0.7699660062789917","-0.7699660062789917","-0.38178399205207825","-0.38178399205207825","-0.38178399205207825","1.4374840259552002","1.4374840259552002","1.4374840259552002","1.5423580408096313","1.5423580408096313","1.5423580408096313","-0.1113569512963295","-0.1113569512963295","-0.1113569512963295"
"24","-1.007681965827942","-1.007681965827942","-1.007681965827942","-1.0116360187530518","-1.0116360187530518","-1.0116360187530518","0.12959003448486328","0.12959003448486328","0.12959003448486328","-0.4908120036125183","-0.4908120036125183","-0.4908120036125183","-0.6278799772262573","-0.6278799772262573","-0.6278799772262573","-0.3292100131511688","-0.3292100131511688","-0.3292100131511688","-0.7532079815864563","-0.7532079815864563","-0.7532079815864563","-0.4238719940185547","-0.4238719940185547","-0.4238719940185547","0.998274028301239","0.998274028301239","0.998274028301239","1.5423580408096313","1.5423580408096313","1.5423580408096313","-0.0912424847483635","-0.0912424847483635","-0.0912424847483635"
"25","-1.0076899528503418","-1.0076899528503418","-1.0076899528503418","-1.0100799798965454","-1.0100799798965454","-1.0100799798965454","0.12783202528953552","0.12783202528953552","0.12783202528953552","-0.49819400906562805","-0.49819400906562805","-0.49819400906562805","-0.6651579737663269","-0.6651579737663269","-0.6651579737663269","-0.32710000872612","-0.32710000872612","-0.32710000872612","-0.7531480193138123","-0.7531480193138123","-0.7531480193138123","-0.49814799427986145","-0.49814799427986145","-0.49814799427986145","0.979572057723999","0.979572057723999","0.979572057723999","1.9705450534820557","1.9705450534820557","1.9705450534820557","0.04416906088590622","0.04416906088590622","0.04416906088590622"
"26","-1.007681965827942","-1.007681965827942","-1.007681965827942","-1.0100640058517456","-1.0100640058517456","-1.0100640058517456","-0.007503979839384556","-0.007503979839384556","-0.007503979839384556","-0.4890420138835907","-0.4890420138835907","-0.4890420138835907","-0.6277719736099243","-0.6277719736099243","-0.6277719736099243","-0.38707399368286133","-0.38707399368286133","-0.38707399368286133","-0.7585020065307617","-0.7585020065307617","-0.7585020065307617","-0.4870559871196747","-0.4870559871196747","-0.4870559871196747","0.9798640608787537","0.9798640608787537","0.9798640608787537","1.911189079284668","1.911189079284668","1.911189079284668","-0.015006582252681255","-0.015006582252681255","-0.015006582252681255"
"27","-1.0098520517349243","-1.0098520517349243","-1.0098520517349243","-1.0100599527359009","-1.0100599527359009","-1.0100599527359009","0.0640840232372284","0.0640840232372284","0.0640840232372284","-0.5555059909820557","-0.5555059909820557","-0.5555059909820557","-0.6278160214424133","-0.6278160214424133","-0.6278160214424133","-0.446943998336792","-0.446943998336792","-0.446943998336792","-0.7639279961585999","-0.7639279961585999","-0.7639279961585999","-0.48712000250816345","-0.48712000250816345","-0.48712000250816345","1.0648860931396484","1.0648860931396484","1.0648860931396484","1.6686290502548218","1.6686290502548218","1.6686290502548218","0.02182737924158573","0.02182737924158573","0.02182737924158573"
"28","-0.9435539841651917","-0.9435539841651917","-0.9435539841651917","-0.9738500118255615","-0.9738500118255615","-0.9738500118255615","0.06408801674842834","0.06408801674842834","0.06408801674842834","-0.5776739716529846","-0.5776739716529846","-0.5776739716529846","-0.6278200149536133","-0.6278200149536133","-0.6278200149536133","-0.4469519853591919","-0.4469519853591919","-0.4469519853591919","-0.7639359831809998","-0.7639359831809998","-0.7639359831809998","-0.4555499851703644","-0.4555499851703644","-0.4555499851703644","1.0071640014648438","1.0071640014648438","1.0071640014648438","1.7767630815505981","1.7767630815505981","1.7767630815505981","0.02182737924158573","0.02182737924158573","0.02182737924158573"
"29","-0.9580180048942566","-0.9580180048942566","-0.9580180048942566","-0.9678339958190918","-0.9678339958190918","-0.9678339958190918","0.10192602127790451","0.10192602127790451","0.10192602127790451","-0.6016340255737305","-0.6016340255737305","-0.6016340255737305","-0.7167519927024841","-0.7167519927024841","-0.7167519927024841","-0.4469679892063141","-0.4469679892063141","-0.4469679892063141","-0.7639319896697998","-0.7639319896697998","-0.7639319896697998","-0.3848240077495575","-0.3848240077495575","-0.3848240077495575","0.9781620502471924","0.9781620502471924","0.9781620502471924","1.8657571077346802","1.8657571077346802","1.8657571077346802","0.02182737924158573","0.02182737924158573","0.02182737924158573"
"30","-0.9580060243606567","-0.9580060243606567","-0.9580060243606567","-0.9678419828414917","-0.9678419828414917","-0.9678419828414917","0.13270002603530884","0.13270002603530884","0.13270002603530884","-0.6137740015983582","-0.6137740015983582","-0.6137740015983582","-0.65733402967453","-0.65733402967453","-0.65733402967453","-0.4076499938964844","-0.4076499938964844","-0.4076499938964844","-0.7639399766921997","-0.7639399766921997","-0.7639399766921997","-0.3507159948348999","-0.3507159948348999","-0.3507159948348999","0.9362680315971375","0.9362680315971375","0.9362680315971375","2.3085250854492188","2.3085250854492188","2.3085250854492188","0.02182737924158573","0.02182737924158573","0.02182737924158573"
"31","-0.9311259984970093","-0.9311259984970093","-0.9311259984970093","-0.9678260087966919","-0.9678260087966919","-0.9678260087966919","0.022708019241690636","0.022708019241690636","0.022708019241690636","-0.6678000092506409","-0.6678000092506409","-0.6678000092506409","-0.6573259830474854","-0.6573259830474854","-0.6573259830474854","-0.3880159854888916","-0.3880159854888916","-0.3880159854888916","-0.7868279814720154","-0.7868279814720154","-0.7868279814720154","-0.19189999997615814","-0.19189999997615814","-0.19189999997615814","0.9362680315971375","0.9362680315971375","0.9362680315971375","2.3187050819396973","2.3187050819396973","2.3187050819396973","0.02182737924158573","0.02182737924158573","0.02182737924158573"
"32","-0.9311100244522095","-0.9311100244522095","-0.9311100244522095","-0.9589599967002869","-0.9589599967002869","-0.9589599967002869","0.05659202113747597","0.05659202113747597","0.05659202113747597","-0.651278018951416","-0.651278018951416","-0.651278018951416","-0.6573219895362854","-0.6573219895362854","-0.6573219895362854","-0.4272179901599884","-0.4272179901599884","-0.4272179901599884","-0.7866560220718384","-0.7866560220718384","-0.7866560220718384","-0.19186000525951385","-0.19186000525951385","-0.19186000525951385","1.3245381116867065","1.3245381116867065","1.3245381116867065","2.2896311283111572","2.2896311283111572","2.2896311283111572","0.35911253094673157","0.35911253094673157","0.35911253094673157"
"33","-0.9311140179634094","-0.9311140179634094","-0.9311140179634094","-0.9587759971618652","-0.9587759971618652","-0.9587759971618652","-0.023443980142474174","-0.023443980142474174","-0.023443980142474174","-0.6512179970741272","-0.6512179970741272","-0.6512179970741272","-0.65733402967453","-0.65733402967453","-0.65733402967453","-0.4348500072956085","-0.4348500072956085","-0.4348500072956085","-0.7866600155830383","-0.7866600155830383","-0.7866600155830383","-0.22070999443531036","-0.22070999443531036","-0.22070999443531036","1.3237180709838867","1.3237180709838867","1.3237180709838867","1.9559590816497803","1.9559590816497803","1.9559590816497803","0.40524202585220337","0.40524202585220337","0.40524202585220337"
